trait,id,common_id,study_id,study_name,country,gradient_id,species,family,ele_level,treatment,control,sd_treatment,sd_control,n_individuals,pt,LONG,LAT,ARIDITY_INDEX,SOLAR_RADIATION,MEAN_GROWING_SEASON_TEMPERATURE,elevation_treatment,elevation_control,elevation,elevation_log,yi,vi
Narea,660,27,14,Cordell et al. (1999),USA,Hawaii (Mauna Loa) 1,Metrosideros polymorpha,Myrtaceae,3,0.001116756,0.00080419,0.000328026,0.000286961,10,w,-155.6,19.48,1.9472,292.85,4.89999987185001,1280,107,1173,7.06731984865348,0.328347773283043,0.02136072950862
Narea,661,27,14,Cordell et al. (1999),USA,Hawaii (Mauna Loa) 1,Metrosideros polymorpha,Myrtaceae,4,0.001836675,0.00080419,0.000205078,0.000286961,10,w,-155.6,19.48,1.9472,292.85,4.89999987185001,1981,107,1874,7.53583046279837,0.825876591005509,0.013979665110349
Narea,662,27,14,Cordell et al. (1999),USA,Hawaii (Mauna Loa) 1,Metrosideros polymorpha,Myrtaceae,5,0.002376986,0.00080419,0.000369836,0.000286961,10,w,-155.6,19.48,1.9472,292.85,4.89999987185001,2469,107,2362,7.76726399675731,1.08375301789769,0.015153766536708
Narea,663,28,18,Feng et al. (2013),China,Wolong National Nature Reserve,Quercus aquifolioides,Fagaceae,2,0.00243,0.00193,0.000207846,0.000173205,12,w,103.1,31.02,1.4065,129.617568969727,9.83333313465118,3500,2600,900,6.80239476332431,0.230371254435663,0.001280820924024
Narea,664,29,26,Idol et al. (2007),USA,HAVO,Acacia koa,Fabaceae,2,0.00447,0.00491,0.001316814,0.000503488,3,w,-155.6,19.48,1.9472,292.85,4.89999987185001,1350,1200,150,5.01063529409626,-0.093885533180952,0.032432659364233
Narea,665,29,26,Idol et al. (2007),USA,HAVO,Acacia koa,Fabaceae,3,0.00446,0.00491,0.001936492,0.000503488,3,w,-155.6,19.48,1.9472,292.85,4.89999987185001,1600,1200,400,5.99146454710798,-0.096125175774457,0.066345665565628
Narea,666,29,26,Idol et al. (2007),USA,HAVO,Acacia koa,Fabaceae,4,0.00446,0.00491,3.87298E-05,0.000503488,3,w,-155.6,19.48,1.9472,292.85,4.89999987185001,1900,1200,700,6.5510803350434,-0.096125175774457,0.003530184514062
Narea,667,29,26,Idol et al. (2007),USA,HAVO,Acacia koa,Fabaceae,5,0.00423,0.00491,0.001510464,0.000503488,3,w,-155.6,19.48,1.9472,292.85,4.89999987185001,2050,1200,850,6.74523634948436,-0.149071948748243,0.046007968384139
Narea,668,30,27,Kilic et al. (2012),Turkey,Amasya,Amelanchier rotundifolia,Rosaceae,2,0.0007296,0.0006772,0.000420021,0.000267993,10,w,35.85,40.65,0.4029,158.268646240234,19.1166666348775,600,450,150,5.01063529409626,0.074529788501141,0.04880228113045
Narea,669,30,27,Kilic et al. (2012),Turkey,Amasya,Amelanchier rotundifolia,Rosaceae,3,0.0006113,0.0006772,0.000116673,0.000267993,10,w,35.85,40.65,0.4029,158.268646240234,19.1166666348775,800,450,350,5.85793315448346,-0.102378813224301,0.019303537619423
Narea,670,31,27,Kilic et al. (2012),Turkey,Amasya,Rhamnus oleoides,Rhamnaceae,2,0.0006679,0.0005757,0.00019304,0.000193747,10,w,35.85,40.65,0.4029,158.268646240234,19.1166666348775,600,450,150,5.01063529409626,0.148551770049827,0.019679587544297
Narea,671,31,27,Kilic et al. (2012),Turkey,Amasya,Rhamnus oleoides,Rhamnaceae,3,0.0006667,0.0005757,0.000210011,0.000193747,10,w,35.85,40.65,0.4029,158.268646240234,19.1166666348775,800,450,350,5.85793315448346,0.14675347794225,0.021248572203636
Narea,672,32,35,Li et al. (2006),China,Wolong National Nature Reserve,Quercus aquifolioides,Fagaceae,2,0.001529035,0.001622447,0.000413977,0.000364683,10,w,103.1,31.02,1.4065,129.617568969727,9.83333313465118,2200,2000,200,5.29831736654804,-0.059298685959907,0.012382539626274
Narea,673,32,35,Li et al. (2006),China,Wolong National Nature Reserve,Quercus aquifolioides,Fagaceae,3,0.001258909,0.001622447,0.000145947,0.000364683,10,w,103.1,31.02,1.4065,129.617568969727,9.83333313465118,2600,2000,600,6.39692965521615,-0.253690030560188,0.006396317540425
Narea,674,32,35,Li et al. (2006),China,Wolong National Nature Reserve,Quercus aquifolioides,Fagaceae,4,0.001211678,0.001622447,0.000317048,0.000364683,10,w,103.1,31.02,1.4065,129.617568969727,9.83333313465118,2800,2000,800,6.68461172766793,-0.291929327641934,0.011898920123427
Narea,675,32,35,Li et al. (2006),China,Wolong National Nature Reserve,Quercus aquifolioides,Fagaceae,5,0.001449462,0.001622447,0.000219013,0.000364683,10,w,103.1,31.02,1.4065,129.617568969727,9.83333313465118,3000,2000,1000,6.90775527898214,-0.112743050323729,0.007335416350284
Narea,676,32,35,Li et al. (2006),China,Wolong National Nature Reserve,Quercus aquifolioides,Fagaceae,6,0.00174048,0.001622447,0.000560109,0.000364683,10,w,103.1,31.02,1.4065,129.617568969727,9.83333313465118,3200,2000,1200,7.09007683577609,0.07022543382933,0.015408667475446
Narea,677,32,35,Li et al. (2006),China,Wolong National Nature Reserve,Quercus aquifolioides,Fagaceae,7,0.001793596,0.001622447,0.000364591,0.000364683,10,w,103.1,31.02,1.4065,129.617568969727,9.83333313465118,3400,2000,1400,7.24422751560335,0.100287039758492,0.009184332201662
Narea,678,32,35,Li et al. (2006),China,Wolong National Nature Reserve,Quercus aquifolioides,Fagaceae,8,0.001984762,0.001622447,0.000292447,0.000364683,10,w,103.1,31.02,1.4065,129.617568969727,9.83333313465118,3600,2000,1600,7.37775890822787,0.201563504283203,0.007223398323085
Narea,679,33,36,Li et al. (2007),China,Wolong National Nature Reserve 2,Hippophae rhamnoides,Elaeagnaceae,2,0.000582377,0.000652459,6.99848E-05,6.99848E-05,10,w,103.1,31.02,1.4065,129.617568969727,9.83333313465118,2410,2000,410,6.01615715969835,-0.113630297629175,0.002594643917202
Narea,680,33,36,Li et al. (2007),China,Wolong National Nature Reserve 2,Hippophae rhamnoides,Elaeagnaceae,3,0.000490164,0.000652459,3.49924E-05,6.99848E-05,10,w,103.1,31.02,1.4065,129.617568969727,9.83333313465118,2800,2000,800,6.68461172766793,-0.286008272988868,0.001660179411964
Narea,681,33,36,Li et al. (2007),China,Wolong National Nature Reserve 2,Hippophae rhamnoides,Elaeagnaceae,4,0.000641393,0.000652459,6.99848E-05,6.99848E-05,10,w,103.1,31.02,1.4065,129.617568969727,9.83333313465118,3205,2000,1205,7.09423484592476,-0.017105928400531,0.00234111928396
Narea,682,33,36,Li et al. (2007),China,Wolong National Nature Reserve 2,Hippophae rhamnoides,Elaeagnaceae,5,0.000752049,0.000652459,6.99848E-05,6.99848E-05,10,w,103.1,31.02,1.4065,129.617568969727,9.83333313465118,3600,2000,1600,7.37775890822787,0.142053179427926,0.002016532668413
Narea,683,34,42,Luo et al. (2005),China,Hailuogou Natural Reserve,Cyclobalanopsis oxyodon,Fagaceae,2,0.0022,0.002233333,0.0003,0.000208167,30,w,101.96,29.53,1.512,136.651580810547,5.29999987284342,2200,1900,300,5.7037824746562,-0.015037728110798,0.000909432702442
Narea,684,35,42,Luo et al. (2005),China,Hailuogou Natural Reserve,Lithocarpus cleistocarpus,Fagaceae,2,0.002533333,0.0022,0.000351188,0.0003,30,w,101.96,29.53,1.512,136.651580810547,5.29999987284342,2200,1900,300,5.7037824746562,0.141078466680949,0.001260414924387
Narea,685,36,42,Luo et al. (2005),China,Hailuogou Natural Reserve,Phoebe chinensis,Lauraceae,2,0.001433333,0.0019,0.000152753,0.000360555,30,w,101.96,29.53,1.512,136.651580810547,5.29999987284342,2200,1900,300,5.7037824746562,-0.281851384699154,0.001578954052672
Narea,686,37,46,Martin and Anser (2009),USA,Hawaii (Mauna Loa) 1,Metrosideros polymorpha,Myrtaceae,2,0.001429533,0.001559336,0.000416582,0.000182255,5,w,-155.6,19.48,1.9472,292.85,4.89999987185001,701,107,594,6.38687931936265,-0.086912272116422,0.01971628458506
Narea,687,37,46,Martin and Anser (2009),USA,Hawaii (Mauna Loa) 1,Metrosideros polymorpha,Myrtaceae,3,0.00147456,0.001559336,0.00054682,0.000182255,5,w,-155.6,19.48,1.9472,292.85,4.89999987185001,1280,107,1173,7.06731984865348,-0.055900449419725,0.030236055736668
Narea,688,37,46,Martin and Anser (2009),USA,Hawaii (Mauna Loa) 1,Metrosideros polymorpha,Myrtaceae,4,0.002043604,0.001559336,0.000494636,0.000182255,5,w,-155.6,19.48,1.9472,292.85,4.89999987185001,1981,107,1874,7.53583046279837,0.270454826177841,0.01444895236495
Narea,689,37,46,Martin and Anser (2009),USA,Hawaii (Mauna Loa) 1,Metrosideros polymorpha,Myrtaceae,5,0.001820043,0.001559336,0.000364565,0.000182255,5,w,-155.6,19.48,1.9472,292.85,4.89999987185001,2469,107,2362,7.76726399675731,0.154600037558281,0.010756656389454
Narea,690,38,52,Rajsnerova et al. (2015),Czech Republic,Mravenecnik Mountain UPPER,Fagus sylvatica,Fagaceae,2,0.001998145,0.002081633,0.001344556,0.000722448,13,w,17.15,50.03,1.0546,109.456451416016,13.4999998410543,720,400,320,5.76832099579377,-0.040933431674624,0.044095901451815
Narea,691,38,52,Rajsnerova et al. (2015),Czech Republic,Mravenecnik Mountain UPPER,Fagus sylvatica,Fagaceae,3,0.002076067,0.002081633,0.0010034,0.000722448,13,w,17.15,50.03,1.0546,109.456451416016,13.4999998410543,1100,400,700,6.5510803350434,-0.002677443454354,0.027234268699456
Narea,692,39,52,Rajsnerova et al. (2015),Czech Republic,Mravenecnik Mountain LOWER,Fagus sylvatica,Fagaceae,2,0.001046382,0.000834879,0.000782652,0.000461564,13,w,17.15,50.03,1.0546,109.456451416016,13.4999998410543,720,400,320,5.76832099579377,0.225806974549398,0.066545305449729
Narea,693,39,52,Rajsnerova et al. (2015),Czech Republic,Mravenecnik Mountain LOWER,Fagus sylvatica,Fagaceae,3,0.001341373,0.000834879,0.001163944,0.000461564,13,w,17.15,50.03,1.0546,109.456451416016,13.4999998410543,1100,400,700,6.5510803350434,0.474162191068098,0.081430211928933
Narea,694,40,55,Shi et al. (2015),China,Wolong National Nature Reserve  4,Quercus spinosa,Fagaceae,2,0.00223,0.00187,0.000245967,0.000201246,6,w,104.34,32.41,0.7106,128.228240966797,20.983333269755,3500,2500,1000,6.90775527898214,0.176063154605532,0.003957927535187
Narea,695,41,71,Zhang et al. (2005),China,Hengduan Mountains,Quercus pannosa,Fagaceae,2,0.00032,0.00036,3.4641E-05,3.4641E-05,5,w,99.680722,27.915341,0.8426,144.168655395508,12.8333333333333,3650,3240,410,6.01615715969835,-0.117783035656383,0.004195597939453
Narea,696,41,71,Zhang et al. (2005),China,Hengduan Mountains,Quercus pannosa,Fagaceae,3,0.00029,0.00036,3.4641E-05,3.4641E-05,5,w,99.680722,27.915341,0.8426,144.168655395508,12.8333333333333,4170,3240,930,6.8351845861473,-0.216223108469636,0.004705593004905
Narea,697,42,16,Dogan et al. (2015),Turkey,Samsun_shade,Hedera helix,Araliaceae,2,0.001189873,0.001304154,0.000372004,0.000537453,5,w,36.39,41.24,0.7641,148.399597167969,21.0999995867411,200,10,190,5.24702407216049,-0.091707975951841,0.053515664823737
Narea,698,42,16,Dogan et al. (2015),Turkey,Samsun_shade,Hedera helix,Araliaceae,3,0.000793763,0.001304154,0.000447101,0.000537453,5,w,36.39,41.24,0.7641,148.399597167969,21.0999995867411,400,10,390,5.96614673912369,-0.496524905647529,0.097420773162472
Narea,699,43,16,Dogan et al. (2015),Turkey,Samsun_sun,Hedera helix,Araliaceae,2,0.00075079,0.000961538,0.000651731,0.000774024,5,w,36.39,41.24,0.7641,148.399597167969,21.0999995867411,200,10,190,5.24702407216049,-0.247408100331352,0.280306021873927
Narea,700,43,16,Dogan et al. (2015),Turkey,Samsun_sun,Hedera helix,Araliaceae,3,0.000899579,0.000961538,0.000466371,0.000774024,5,w,36.39,41.24,0.7641,148.399597167969,21.0999995867411,400,10,390,5.96614673912369,-0.066607209724363,0.183354735316972
Narea,701,44,5,Bilgin et al. (2016),Turkey,Solakli Valley,Vaccinium arctostaphylos,Ericaceae,2,0.0009,0.001,0.000387298,0.000387298,3,h,40.28,40.6,0.6996,158.166870117188,11.3833333651225,300,60,240,5.48063892334199,-0.105360515657826,0.111728201998041
Narea,702,44,5,Bilgin et al. (2016),Turkey,Solakli Valley,Vaccinium arctostaphylos,Ericaceae,3,0.00112,0.001,0.000387298,0.000387298,3,h,40.28,40.6,0.6996,158.166870117188,11.3833333651225,800,60,740,6.60665018619822,0.113328685307003,0.089859538602396
Narea,703,44,5,Bilgin et al. (2016),Turkey,Solakli Valley,Vaccinium arctostaphylos,Ericaceae,4,0.00143,0.001,0.001161895,0.000387298,3,h,40.28,40.6,0.6996,158.166870117188,11.3833333651225,1100,60,1040,6.94697599213542,0.357674444271816,0.270059572757445
Narea,704,44,5,Bilgin et al. (2016),Turkey,Solakli Valley,Vaccinium arctostaphylos,Ericaceae,5,0.0015,0.001,0.000774597,0.000387298,3,h,40.28,40.6,0.6996,158.166870117188,11.3833333651225,1300,60,1240,7.12286665859908,0.405465108108164,0.138888878402667
Narea,705,44,5,Bilgin et al. (2016),Turkey,Solakli Valley,Vaccinium arctostaphylos,Ericaceae,6,0.00155,0.001,0.000387298,0.000387298,3,h,40.28,40.6,0.6996,158.166870117188,11.3833333651225,1600,60,1540,7.33953769540767,0.438254930931155,0.070811532165884
Narea,706,44,5,Bilgin et al. (2016),Turkey,Solakli Valley,Vaccinium arctostaphylos,Ericaceae,7,0.00109,0.001,0.000387298,0.000387298,3,h,40.28,40.6,0.6996,158.166870117188,11.3833333651225,1800,60,1740,7.46164039220858,0.086177696241052,0.092083840544632
Narea,707,45,5,Bilgin et al. (2016),Turkey,Solakli Valley,Vaccinium myrtillus,Ericaceae,2,0.0011,0.001,3.87298E-05,3.87298E-05,3,h,40.28,40.6,0.6996,158.166870117188,11.3833333651225,2300,2100,200,5.29831736654804,0.095310179804325,0.000913221562471
Narea,708,46,7,Bowman et al. (1999),USA,Boulder County,Frasera speciosa,Gentianaceae,2,0.00222015,0.002042942,0.000489023,0.000228211,10,h,-105.245459,39.923244,0.387,145.96794128418,19.25,2215,1817,398,5.98645200528444,0.083183835359782,0.006099546203788
Narea,709,46,7,Bowman et al. (1999),USA,Boulder County,Frasera speciosa,Gentianaceae,3,0.002460543,0.002042942,0.000260672,0.000228211,10,h,-105.245459,39.923244,0.387,145.96794128418,19.25,2857,1817,1040,6.94697599213542,0.185991131484541,0.002370192462468
Narea,710,46,7,Bowman et al. (1999),USA,Boulder County,Frasera speciosa,Gentianaceae,4,0.001863609,0.002042942,0.000195889,0.000228211,10,h,-105.245459,39.923244,0.387,145.96794128418,19.25,3063,1817,1246,7.1276936993474,-0.091875995498021,0.002352714504386
Narea,711,46,7,Bowman et al. (1999),USA,Boulder County,Frasera speciosa,Gentianaceae,5,0.002112055,0.002042942,0.000163008,0.000228211,10,h,-105.245459,39.923244,0.387,145.96794128418,19.25,3254,1817,1437,7.27031288607902,0.033270481362215,0.001843518518749
Narea,712,46,7,Bowman et al. (1999),USA,Boulder County,Frasera speciosa,Gentianaceae,6,0.002432225,0.002042942,0.000260812,0.000228211,10,h,-105.245459,39.923244,0.387,145.96794128418,19.25,3387,1817,1570,7.35883089834235,0.174415550462518,0.002397713323625
Narea,713,46,7,Bowman et al. (1999),USA,Boulder County,Frasera speciosa,Gentianaceae,7,0.002175195,0.002042942,0.000358617,0.000228211,10,h,-105.245459,39.923244,0.387,145.96794128418,19.25,3508,1817,1691,7.43307534889858,0.062727389884888,0.003965945757084
Narea,714,47,19,Friend et al. (1989),Scotland,Ben More / Meall nan Tarmachan,Vaccinium myrtillus,Ericaceae,2,0.001385908,0.001151951,0.000238809,0.000238752,5,h,-4.54,56.38,4.3064,78.4293899536133,9.53333330154419,345,190,155,5.04342511691925,0.184898493851362,0.014529549328274
Narea,715,47,19,Friend et al. (1989),Scotland,Ben More / Meall nan Tarmachan,Vaccinium myrtillus,Ericaceae,3,0.001186343,0.001151951,0.000222778,0.000238752,5,h,-4.54,56.38,4.3064,78.4293899536133,9.53333330154419,390,190,200,5.29831736654804,0.029418439536178,0.015643921288696
Narea,716,47,19,Friend et al. (1989),Scotland,Ben More / Meall nan Tarmachan,Vaccinium myrtillus,Ericaceae,4,0.00109322,0.001151951,0.000270586,0.000238752,5,h,-4.54,56.38,4.3064,78.4293899536133,9.53333330154419,490,190,300,5.7037824746562,-0.05232955682841,0.020843765712044
Narea,717,47,19,Friend et al. (1989),Scotland,Ben More / Meall nan Tarmachan,Vaccinium myrtillus,Ericaceae,5,0.001106997,0.001151951,0.000206976,0.000238752,5,h,-4.54,56.38,4.3064,78.4293899536133,9.53333330154419,565,190,375,5.92692602597041,-0.039806082951123,0.015582851599032
Narea,718,47,19,Friend et al. (1989),Scotland,Ben More / Meall nan Tarmachan,Vaccinium myrtillus,Ericaceae,6,0.001226731,0.001151951,0.000206861,0.000238752,5,h,-4.54,56.38,4.3064,78.4293899536133,9.53333330154419,790,190,600,6.39692965521615,0.062895881142828,0.014278313087842
Narea,719,47,19,Friend et al. (1989),Scotland,Ben More / Meall nan Tarmachan,Vaccinium myrtillus,Ericaceae,7,0.001353608,0.001151951,0.000127391,0.000238752,5,h,-4.54,56.38,4.3064,78.4293899536133,9.53333330154419,995,190,805,6.69084227741856,0.161316593370991,0.010362663828704
Narea,720,47,19,Friend et al. (1989),Scotland,Ben More / Meall nan Tarmachan,Vaccinium myrtillus,Ericaceae,8,0.001559399,0.001151951,0.000254726,0.000238752,5,h,-4.54,56.38,4.3064,78.4293899536133,9.53333330154419,1090,190,900,6.80239476332431,0.302843463974022,0.013927811299009
Narea,721,48,21,Woodward (1986),Scotland,Ben More 3,Vaccinium myrtillus,Ericaceae,2,0.00112,0.00102,0.000162757843189,0.000148225892905,5,h,-4.54,56.38,4.3064,78.4293899536133,9.53333330154419,610,200,410,6.01615715969835,0.093526058010823,0.008447103163168
Narea,722,48,21,Woodward (1986),Scotland,Ben More 3,Vaccinium myrtillus,Ericaceae,3,0.00123,0.00102,0.000178742988503,0.000148225892905,5,h,-4.54,56.38,4.3064,78.4293899536133,9.53333330154419,1100,200,900,6.80239476332431,0.187211542088146,0.008447103163168
Narea,723,49,29,Kogami et al. (2001),Japan,Mt. Fuji,Reynoutria japonica,Polygonaceae,2,0.00173,0.00098,7E-05,7E-05,12,h,138.64,35.16,1.8925,131.504440307617,25,2500,10,2490,7.82003798945875,0.568324115827207,0.00056160407295
Narea,724,50,55,Shi et al. (2015),China,Wolong National Nature Reserve  4,Rumex dentatus,Polygonaceae,2,0.0019,0.00121,4.47214E-05,0.000111803,6,h,104.34,32.41,0.7106,128.228240966797,20.983333269755,3500,2500,1000,6.90775527898214,0.451233526563745,0.001515270816019
Narea,725,51,64,Turkis & Ozbucak (2010),Turkey,Samsun_2010,Cistus creticus ,Cistaceae,2,0.004320155,0.003828805,0.001226295,0.001047062,25,h,36.39,41.24,0.7641,148.399597167969,21.0999995867411,670,30,640,6.46146817635372,0.120738537178685,0.00621435897615
Narea,726,51,64,Turkis & Ozbucak (2010),Turkey,Samsun_2010,Cistus creticus ,Cistaceae,3,0.004091351,0.003828805,0.001098694,0.001047062,25,h,36.39,41.24,0.7641,148.399597167969,21.0999995867411,880,30,850,6.74523634948436,0.066322489296887,0.005875989117954
Narea,727,52,19,Friend et al. (1989),Scotland,Ben More / Meall nan Tarmachan,Nardus stricta,Poaceae,2,0.001321969,0.001208976,0.000238724,0.000206944,5,h,-4.54,56.38,4.3064,78.4293899536133,9.53333330154419,345,190,155,5.04342511691925,0.089348571516347,0.012382018766661
Narea,728,52,19,Friend et al. (1989),Scotland,Ben More / Meall nan Tarmachan,Nardus stricta,Poaceae,3,0.001314571,0.001208976,0.000175049,0.000206944,5,h,-4.54,56.38,4.3064,78.4293899536133,9.53333330154419,390,190,200,5.29831736654804,0.083736656342833,0.009406382941
Narea,729,52,19,Friend et al. (1989),Scotland,Ben More / Meall nan Tarmachan,Nardus stricta,Poaceae,4,0.001257036,0.001208976,0.000238724,0.000206944,5,h,-4.54,56.38,4.3064,78.4293899536133,9.53333330154419,490,190,300,5.7037824746562,0.038982848497149,0.013073215760151
Narea,730,52,19,Friend et al. (1989),Scotland,Ben More / Meall nan Tarmachan,Nardus stricta,Poaceae,5,0.001199627,0.001208976,0.000207,0.000206944,5,h,-4.54,56.38,4.3064,78.4293899536133,9.53333330154419,565,190,375,5.92692602597041,-0.007763045177067,0.011814987838788
Narea,731,52,19,Friend et al. (1989),Scotland,Ben More / Meall nan Tarmachan,Nardus stricta,Poaceae,6,0.001262381,0.001208976,0.000238781,0.000206944,5,h,-4.54,56.38,4.3064,78.4293899536133,9.53333330154419,790,190,600,6.39692965521615,0.043225899980131,0.013015678843433
Narea,732,52,19,Friend et al. (1989),Scotland,Ben More / Meall nan Tarmachan,Nardus stricta,Poaceae,7,0.001396428,0.001208976,0.000238781,0.000206944,5,h,-4.54,56.38,4.3064,78.4293899536133,9.53333330154419,995,190,805,6.69084227741856,0.144143827289877,0.011707835360641
Narea,733,52,19,Friend et al. (1989),Scotland,Ben More / Meall nan Tarmachan,Nardus stricta,Poaceae,8,0.001609392,0.001208976,0.000302456,0.000206944,5,h,-4.54,56.38,4.3064,78.4293899536133,9.53333330154419,1090,190,900,6.80239476332431,0.286082747601977,0.012923711723911
Nmass,734,1,40,De Lillis (2004),Nepal,Karnali valley,Juniperus wallichiana,Cupressaceae,2,2.192842942,1.784294235,0.119284294,0.095427435,3,w,82.18,29.34,0.8629,165.145034790039,15.1166666348775,3800,3000,800,6.68461172766793,0.206175898504905,0.001939785775616
Nmass,735,2,6,Birmann and Korner (2009),Austria,Patscherkofel,Pinus cembra,Pinaceae,2,1.368421053,1.561403509,0.13730242,0.156917051,5,w,11.45,47.2,1.5205,119.177619934082,12.2666663328807,1925,1740,185,5.22035582507832,-0.131927542919385,0.004033424958027
Nmass,736,2,6,Birmann and Korner (2009),Austria,Patscherkofel,Pinus cembra,Pinaceae,3,1.149122807,1.561403509,0.156917051,0.156917051,5,w,11.45,47.2,1.5205,119.177619934082,12.2666663328807,2050,1740,310,5.73657229747919,-0.306586227252268,0.005749333371454
Nmass,737,2,6,Birmann and Korner (2009),Austria,Patscherkofel,Pinus cembra,Pinaceae,4,1.280701754,1.561403509,0.117687788,0.156917051,5,w,11.45,47.2,1.5205,119.177619934082,12.2666663328807,2095,1740,355,5.87211778947542,-0.198176929031186,0.003708819175827
Nmass,738,3,6,Birmann and Korner (2009),Switzerland,Stillberg,Pinus cembra,Pinaceae,2,1.201754386,1.421052632,0.392292628,0.156917051,5,w,9.86,46.78,2.5723,118.670951843262,9.13333324591319,2095,1960,135,4.90527477843843,-0.167615409671359,0.023750390119517
Nmass,739,3,6,Birmann and Korner (2009),Switzerland,Stillberg,Pinus cembra,Pinaceae,3,1.263157895,1.421052632,0.117687788,0.156917051,5,w,9.86,46.78,2.5723,118.670951843262,9.13333324591319,2145,1960,185,5.22035582507832,-0.117783035744347,0.004174763743181
Nmass,740,3,6,Birmann and Korner (2009),Switzerland,Stillberg,Pinus cembra,Pinaceae,4,1.289473684,1.421052632,0.392292628,0.156917051,5,w,9.86,46.78,2.5723,118.670951843262,9.13333324591319,2215,1960,255,5.54126354515843,-0.097163748913209,0.020949458364967
Nmass,741,4,6,Birmann and Korner (2009),Switzerland,Luksch Alp,Pinus cembra,Pinaceae,2,1.166666667,1.49122807,0.294219471,0.13730242,5,w,9.88,46.78,1.8849,118.670951843262,10.8833331267039,2080,2040,40,3.68887945411394,-0.245449308425147,0.014415271103435
Nmass,742,4,6,Birmann and Korner (2009),Switzerland,Luksch Alp,Pinus cembra,Pinaceae,3,1.184210526,1.49122807,0.156917051,0.13730242,5,w,9.88,46.78,1.8849,118.670951843262,10.8833331267039,2170,2040,130,4.86753445045558,-0.230523658760852,0.005207161546101
Nmass,743,5,6,Birmann and Korner (2009),Austria,Patscherkofel,Picea abies,Pinaceae,2,0.892857143,0.892857143,0.139754249,0.159719141,5,w,11.45,47.2,1.5205,119.177619934082,12.2666663328807,1945,1736,209,5.34233425196481,0,0.011300000004839
Nmass,744,5,6,Birmann and Korner (2009),Austria,Patscherkofel,Picea abies,Pinaceae,3,0.946428571,0.892857143,0.159719141,0.159719141,5,w,11.45,47.2,1.5205,119.177619934082,12.2666663328807,2040,1736,304,5.71702770140622,0.058268907511146,0.012095977181338
Nmass,745,5,6,Birmann and Korner (2009),Austria,Patscherkofel,Picea abies,Pinaceae,4,0.919642857,0.892857143,0.179684034,0.159719141,5,w,11.45,47.2,1.5205,119.177619934082,12.2666663328807,2080,1736,344,5.8406416573734,0.029558801926205,0.014035026852242
Nmass,746,6,6,Birmann and Korner (2009),Switzerland,Les Mosses,Picea abies,Pinaceae,2,1.026785714,1.017857143,0.159719141,0.179684034,5,w,7.16,46.33,2.1907,123.559265136719,12.9666663805644,1950,1925,25,3.2188758248682,0.008733679550143,0.011072006443609
Nmass,747,6,6,Birmann and Korner (2009),Switzerland,Les Mosses,Picea abies,Pinaceae,3,1.026785714,1.017857143,0.099824463,0.179684034,5,w,7.16,46.33,2.1907,123.559265136719,12.9666663805644,2010,1925,85,4.44265125649032,0.008733679550143,0.008123046144007
Nmass,748,7,25,Hultine and Marshall (2000),USA,Idaho/Montana Rockies 1,Pseudotsuga menziesii,Pinaceae,2,0.8460102,0.8756695,0.113168840691879,0.117136297108755,7,w,-114.75,44.266667,0.4848,129.178573608398,12.816666841507,1402,945,457,6.12468339089421,-0.034457320371062,0.005112513775757
Nmass,749,7,25,Hultine and Marshall (2000),USA,Idaho/Montana Rockies 1,Pseudotsuga menziesii,Pinaceae,3,0.8182979,0.8756695,0.109461829991647,0.117136297108755,7,w,-114.75,44.266667,0.4848,129.178573608398,12.816666841507,1829,945,884,6.78445706263764,-0.067762285408128,0.005112513775757
Nmass,750,7,25,Hultine and Marshall (2000),USA,Idaho/Montana Rockies 1,Pseudotsuga menziesii,Pinaceae,4,0.7905856,0.8756695,0.105754819291415,0.117136297108755,7,w,-114.75,44.266667,0.4848,129.178573608398,12.816666841507,2256,945,1311,7.1785454837637,-0.102214799960156,0.005112513775757
Nmass,751,7,25,Hultine and Marshall (2000),USA,Idaho/Montana Rockies 1,Pseudotsuga menziesii,Pinaceae,5,0.770856,0.8756695,0.103115636029423,0.117136297108755,7,w,-114.75,44.266667,0.4848,129.178573608398,12.816666841507,2560,945,1615,7.38709023565676,-0.127487150950646,0.005112513775757
Nmass,752,8,25,Hultine and Marshall (2000),USA,Idaho/Montana Rockies 2,Abies lasiocarpa,Pinaceae,2,0.9518435,0.969844,0.127325918074156,0.129733803601865,7,w,-116.1,47.03,1.133,123.947776794434,14.3833333651225,1067,808,259,5.55682806169954,-0.018734603300054,0.005112513775757
Nmass,753,8,25,Hultine and Marshall (2000),USA,Idaho/Montana Rockies 2,Abies lasiocarpa,Pinaceae,3,0.9207075,0.969844,0.123160926891092,0.129733803601865,7,w,-116.1,47.03,1.133,123.947776794434,14.3833333651225,1515,808,707,6.56103066589657,-0.051992837584965,0.005112513775757
Nmass,754,8,25,Hultine and Marshall (2000),USA,Idaho/Montana Rockies 2,Abies lasiocarpa,Pinaceae,4,0.8988845,0.969844,0.120241714320819,0.129733803601865,7,w,-116.1,47.03,1.133,123.947776794434,14.3833333651225,1829,808,1021,6.92853781816467,-0.075980683688152,0.005112513775757
Nmass,755,8,25,Hultine and Marshall (2000),USA,Idaho/Montana Rockies 2,Abies lasiocarpa,Pinaceae,5,0.86754,0.969844,0.116048832571797,0.129733803601865,7,w,-116.1,47.03,1.133,123.947776794434,14.3833333651225,2280,808,1472,7.29437729928882,-0.111473613553385,0.005112513775757
